Trip_ID,From,To,Distance_KM,Bus_Type,Seats,Fuel_Price,Fuel_Average_KM_L,Fuel_Consumed_Liters,Fuel_Cost_Complete_Trip,Toll_Plaza,Police_Challan,Maintenance,Other_Expense,Driver_Helper_Fee,Total_Trip_Cost,Booking_Price,Profit
TRP13210,Multan,Jhelum,389,Non-AC,72,311.13,4.0,97.25,30257.39,1361.5,0,778.0,1500,4707.9,33896.89,47079.01,13182.12
TRP13211,Sahiwal,Wah Cantt,196,Non-AC,72,313.85,4.0,49.0,15378.65,686.0,0,392.0,1500,2493.98,17956.65,24939.79,6983.14
TRP13212,Lahore,Rangpur,350,Non-AC,72,264.77,4.0,87.5,23167.38,1225.0,0,700.0,1500,3693.39,26592.38,36933.86,10341.48
TRP13213,Toba Tek Singh,Jhelum,449,Non-AC,72,303.22,4.0,112.25,34036.44,1571.5,0,898.0,1500,5278.6,38005.94,52786.03,14780.09
TRP13214,Kasur,Attock,266,Non-AC,72,293.56,4.0,66.5,19521.74,931.0,0,532.0,1500,3122.88,22484.74,31228.81,8744.07
TRP13215,Dera Ghazi Khan,Multan,548,Non-AC,72,304.98,4.0,137.0,41782.26,1918.0,0,1096.0,1500,6430.04,46296.26,64300.36,18004.1
TRP13216,Lahore,Kasur,552,Non-AC,72,270.87,4.0,138.0,37380.06,1932.0,0,1104.0,1500,5821.68,41916.06,58216.75,16300.69
TRP13217,Lodhran,Gujranwala,525,Non-AC,72,261.86,4.0,131.25,34369.12,1837.5,0,1050.0,1500,5382.86,38756.62,53828.64,15072.02
TRP13218,Bahawalnagar,Layyah,117,Non-AC,72,276.28,4.0,29.25,8081.19,409.5,0,234.0,1500,1420.1,10224.69,14200.96,3976.27
TRP13219,Khushab,Chiniot,190,Non-AC,72,273.95,4.0,47.5,13012.62,665.0,0,380.0,1500,2160.78,15557.62,21607.81,6050.19
TRP13220,Dera Ghazi Khan,Lodhran,247,Non-AC,72,300.45,4.0,61.75,18552.79,864.5,0,494.0,1500,2973.79,21411.29,29737.9,8326.61
TRP13221,Khanewal,Rahim Yar Khan,206,Non-AC,72,312.75,4.0,51.5,16106.62,721.0,0,412.0,1500,2602.73,18739.62,26027.25,7287.63
TRP13222,Chiniot,Narowal,121,Non-AC,72,308.99,4.0,30.25,9346.95,423.5,0,242.0,1500,1598.95,11512.45,15989.51,4477.06
TRP13223,Pakpattan,Sargodha,566,Non-AC,72,295.6,4.0,141.5,41827.4,1981.0,0,1132.0,1500,6450.06,46440.4,64500.56,18060.16
TRP13224,Pakpattan,Sialkot,478,Non-AC,72,260.6,4.0,119.5,31141.7,1673.0,0,956.0,1500,4898.71,35270.7,48987.08,13716.38
TRP13225,Okara,Narowal,543,Non-AC,72,303.2,4.0,135.75,41159.4,1900.5,0,1086.0,1500,6339.71,45645.9,63397.08,17751.18
TRP13226,Multan,Attock,480,Non-AC,72,280.9,4.0,120.0,33708.0,1680.0,0,960.0,1500,5256.67,37848.0,52566.67,14718.67
TRP13227,Chowk Munda,Sargodha,224,Non-AC,72,286.98,4.0,56.0,16070.88,784.0,0,448.0,1500,2611.51,18802.88,26115.11,7312.23
TRP13228,Sheikhupura,Hafizabad,295,Non-AC,72,273.05,4.0,73.75,20137.44,1032.5,0,590.0,1500,3230.55,23259.94,32305.47,9045.53
TRP13229,Rawalpindi,Mianwali,186,Non-AC,72,312.85,4.0,46.5,14547.53,651.0,0,372.0,1500,2370.91,17070.53,23709.07,6638.54
TRP13230,Kasur,Khanewal,416,Non-AC,72,261.7,4.0,104.0,27216.8,1456.0,0,832.0,1500,4306.22,31004.8,43062.22,12057.42
TRP13231,Dera Ghazi Khan,Chowk Munda,333,Non-AC,72,299.48,4.0,83.25,24931.71,1165.5,0,666.0,1500,3925.45,28263.21,39254.46,10991.25
TRP13232,Sialkot,Faisalabad,109,Non-AC,72,275.26,4.0,27.25,7500.84,381.5,0,218.0,1500,1333.38,9600.34,13333.81,3733.47
TRP13233,Lodhran,Sahiwal,438,Non-AC,72,294.77,4.0,109.5,32277.31,1533.0,0,876.0,1500,5025.88,36186.31,50258.76,14072.45
TRP13234,Chowk Munda,Hafizabad,479,Non-AC,72,266.11,4.0,119.75,31866.67,1676.5,0,958.0,1500,5000.16,36001.17,50001.62,14000.45
TRP13235,Wah Cantt,Toba Tek Singh,212,Non-AC,72,270.15,4.0,53.0,14317.95,742.0,0,424.0,1500,2358.88,16983.95,23588.82,6604.87
TRP13236,Kot Addu,Layyah,70,Non-AC,72,283.53,4.0,17.5,4961.77,245.0,0,140.0,1500,950.94,6846.77,9509.4,2662.63
TRP13237,Hafizabad,Faisalabad,156,Non-AC,72,264.32,4.0,39.0,10308.48,546.0,0,312.0,1500,1759.23,12666.48,17592.33,4925.85
TRP13238,Wah Cantt,Vehari,534,Non-AC,72,311.94,4.0,133.5,41643.99,1869.0,0,1068.0,1500,6400.14,46080.99,64001.38,17920.39
TRP13239,Pakpattan,Faisalabad,390,Non-AC,72,313.88,4.0,97.5,30603.3,1365.0,0,780.0,1500,4756.71,34248.3,47567.08,13318.78
TRP13240,Rajanpur,Okara,377,Non-AC,72,278.5,4.0,94.25,26248.62,1319.5,0,754.0,1500,4141.96,29822.12,41419.61,11597.49
TRP13241,Kot Addu,Rangpur,197,Non-AC,72,304.01,4.0,49.25,14972.49,689.5,0,394.0,1500,2438.33,17555.99,24383.32,6827.33
TRP13242,Mandi Bahauddin,Mianwali,350,Non-AC,72,272.05,4.0,87.5,23804.38,1225.0,0,700.0,1500,3781.86,27229.38,37818.58,10589.2
TRP13243,Wah Cantt,Rangpur,467,Non-AC,72,279.66,4.0,116.75,32650.31,1634.5,0,934.0,1500,5099.84,36718.81,50998.35,14279.54
TRP13244,Multan,Lahore,340,Non-AC,72,280.63,4.0,85.0,23853.55,1190.0,0,680.0,1500,3781.05,27223.55,37810.49,10586.94
TRP13245,Sheikhupura,Multan,319,Non-AC,72,290.56,4.0,79.75,23172.16,1116.5,0,638.0,1500,3670.37,26426.66,36703.69,10277.03
TRP13246,Jhang,Multan,440,Non-AC,72,306.68,4.0,110.0,33734.8,1540.0,0,880.0,1500,5229.83,37654.8,52298.33,14643.53
TRP13247,Khushab,Faisalabad,406,Non-AC,72,301.74,4.0,101.5,30626.61,1421.0,0,812.0,1500,4772.17,34359.61,47721.68,13362.07
TRP13248,Attock,Vehari,555,Non-AC,72,301.23,4.0,138.75,41795.66,1942.5,0,1110.0,1500,6437.24,46348.16,64372.44,18024.28
TRP13249,Bahawalpur,Khanewal,176,Non-AC,72,304.75,4.0,44.0,13409.0,616.0,0,352.0,1500,2205.14,15877.0,22051.39,6174.39
TRP13250,Khanewal,Faisalabad,335,Non-AC,72,278.34,4.0,83.75,23310.97,1172.5,0,670.0,1500,3701.87,26653.47,37018.71,10365.24
TRP13251,Sheikhupura,Khushab,412,Non-AC,72,319.24,4.0,103.0,32881.72,1442.0,0,824.0,1500,5089.96,36647.72,50899.61,14251.89
TRP13252,Sahiwal,Chakwal,537,Non-AC,72,290.6,4.0,134.25,39013.05,1879.5,0,1074.0,1500,6037.02,43466.55,60370.21,16903.66
TRP13253,Muzaffargarh,Chiniot,178,Non-AC,72,311.81,4.0,44.5,13875.55,623.0,0,356.0,1500,2271.47,16354.55,22714.65,6360.1
TRP13254,Khushab,Sialkot,323,Non-AC,72,289.67,4.0,80.75,23390.85,1130.5,0,646.0,1500,3703.8,26667.35,37037.99,10370.64
TRP13255,Dera Ghazi Khan,Rangpur,556,Non-AC,72,260.26,4.0,139.0,36176.14,1946.0,0,1112.0,1500,5657.52,40734.14,56575.19,15841.05
TRP13256,Gujranwala,Nankana Sahib,454,Non-AC,72,298.25,4.0,113.5,33851.38,1589.0,0,908.0,1500,5256.72,37848.38,52567.19,14718.81
TRP13257,Multan,Narowal,446,Non-AC,72,305.94,4.0,111.5,34112.31,1561.0,0,892.0,1500,5286.85,38065.31,52868.49,14803.18
TRP13258,Sheikhupura,Jhang,578,Non-AC,72,305.18,4.0,144.5,44098.51,2023.0,0,1156.0,1500,6774.65,48777.51,67746.54,18969.03
TRP13259,Rawalpindi,Khushab,192,Non-AC,72,276.61,4.0,48.0,13277.28,672.0,0,384.0,1500,2199.07,15833.28,21990.67,6157.39
TRP13260,Nankana Sahib,Sheikhupura,103,Non-AC,72,271.68,4.0,25.75,6995.76,360.5,0,206.0,1500,1258.65,9062.26,12586.47,3524.21
TRP13261,Jhelum,Nankana Sahib,442,Non-AC,72,315.73,4.0,110.5,34888.17,1547.0,0,884.0,1500,5391.55,38819.17,53915.51,15096.34
TRP13262,Mianwali,Rajanpur,345,Non-AC,72,260.57,4.0,86.25,22474.16,1207.5,0,690.0,1500,3593.29,25871.66,35932.86,10061.2
TRP13263,Wah Cantt,Multan,501,Non-AC,72,313.9,4.0,125.25,39315.97,1753.5,0,1002.0,1500,6051.59,43571.47,60515.93,16944.46
TRP13264,Wah Cantt,Okara,553,Non-AC,72,302.42,4.0,138.25,41809.57,1935.5,0,1106.0,1500,6437.65,46351.07,64376.49,18025.42
TRP13265,Narowal,Layyah,433,Non-AC,72,293.62,4.0,108.25,31784.37,1515.5,0,866.0,1500,4953.59,35665.87,49535.93,13870.06
TRP13266,Jhang,Bhakkar,554,Non-AC,72,292.09,4.0,138.5,40454.46,1939.0,0,1108.0,1500,6250.2,45001.46,62502.03,17500.57
TRP13267,Chowk Munda,Pakpattan,115,Non-AC,72,318.09,4.0,28.75,9145.09,402.5,0,230.0,1500,1566.33,11277.59,15663.32,4385.73
TRP13268,Wah Cantt,Pakpattan,406,Non-AC,72,317.19,4.0,101.5,32194.78,1421.0,0,812.0,1500,4989.97,35927.78,49899.69,13971.91
TRP13269,Rahim Yar Khan,Rangpur,551,Non-AC,72,261.39,4.0,137.75,36006.47,1928.5,0,1102.0,1500,5630.14,40536.97,56301.35,15764.38
TRP13270,Gujranwala,Mianwali,104,Non-AC,72,275.23,4.0,26.0,7155.98,364.0,0,208.0,1500,1281.66,9227.98,12816.64,3588.66
TRP13271,Chakwal,Gujranwala,236,Non-AC,72,311.86,4.0,59.0,18399.74,826.0,0,472.0,1500,2944.13,21197.74,29441.31,8243.57
TRP13272,Bahawalpur,Dera Ghazi Khan,253,Non-AC,72,292.53,4.0,63.25,18502.52,885.5,0,506.0,1500,2971.39,21394.02,29713.92,8319.9
TRP13273,Sargodha,Lahore,473,Non-AC,72,309.24,4.0,118.25,36567.63,1655.5,0,946.0,1500,5648.49,40669.13,56484.9,15815.77
TRP13274,Multan,Sahiwal,374,Non-AC,72,292.1,4.0,93.5,27311.35,1309.0,0,748.0,1500,4287.27,30868.35,42872.71,12004.36
TRP13275,Gujrat,Okara,491,Non-AC,72,288.79,4.0,122.75,35448.97,1718.5,0,982.0,1500,5506.87,39649.47,55068.71,15419.24
TRP13276,Lahore,Kasur,265,Non-AC,72,311.08,4.0,66.25,20609.05,927.5,0,530.0,1500,3273.13,23566.55,32731.32,9164.77
TRP13277,Khushab,Jhelum,380,Non-AC,72,318.81,4.0,95.0,30286.95,1330.0,0,760.0,1500,4705.13,33876.95,47051.32,13174.37
TRP13278,Muzaffargarh,Okara,490,Non-AC,72,283.66,4.0,122.5,34748.35,1715.0,0,980.0,1500,5408.8,38943.35,54087.99,15144.64
TRP13279,Bahawalnagar,Khanewal,272,Non-AC,72,270.79,4.0,68.0,18413.72,952.0,0,544.0,1500,2973.57,21409.72,29735.72,8326.0
TRP13280,Toba Tek Singh,Narowal,554,Non-AC,72,319.87,4.0,138.5,44302.0,1939.0,0,1108.0,1500,6784.58,48849.0,67845.83,18996.83
TRP13281,Faisalabad,Hafizabad,290,Non-AC,72,317.37,4.0,72.5,23009.33,1015.0,0,580.0,1500,3625.6,26104.33,36256.01,10151.68
TRP13282,Chiniot,Chowk Munda,469,Non-AC,72,293.7,4.0,117.25,34436.32,1641.5,0,938.0,1500,5349.42,38515.82,53494.19,14978.37
TRP13283,Hafizabad,Rawalpindi,410,Non-AC,72,318.65,4.0,102.5,32661.62,1435.0,0,820.0,1500,5057.86,36416.62,50578.64,14162.02
TRP13284,Attock,Bhakkar,408,Non-AC,72,308.38,4.0,102.0,31454.76,1428.0,0,816.0,1500,4888.72,35198.76,48887.17,13688.41
TRP13285,Kot Addu,Lahore,420,Non-AC,72,262.2,4.0,105.0,27531.0,1470.0,0,840.0,1500,4352.92,31341.0,43529.17,12188.17
TRP13286,Mianwali,Gujranwala,497,Non-AC,72,306.16,4.0,124.25,38040.38,1739.5,0,994.0,1500,5871.37,42273.88,58713.72,16439.84
TRP13287,Narowal,Rangpur,595,Non-AC,72,291.83,4.0,148.75,43409.71,2082.5,0,1190.0,1500,6691.97,48182.21,66919.74,18737.53
TRP13288,Gujrat,Rawalpindi,381,Non-AC,72,319.99,4.0,95.25,30479.05,1333.5,0,762.0,1500,4732.58,34074.55,47325.76,13251.21
TRP13289,Lodhran,Nankana Sahib,394,Non-AC,72,304.33,4.0,98.5,29976.5,1379.0,0,788.0,1500,4672.71,33643.5,46727.08,13083.58
TRP13290,Pakpattan,Hafizabad,407,Non-AC,72,264.1,4.0,101.75,26872.18,1424.5,0,814.0,1500,4251.48,30610.68,42514.83,11904.15
TRP13291,Khanewal,Bhakkar,531,Non-AC,72,303.83,4.0,132.75,40333.43,1858.5,0,1062.0,1500,6215.82,44753.93,62158.24,17404.31
TRP13292,Rangpur,Sahiwal,186,Non-AC,72,277.76,4.0,46.5,12915.84,651.0,0,372.0,1500,2144.28,15438.84,21442.83,6003.99
TRP13293,Rawalpindi,Rahim Yar Khan,243,Non-AC,72,274.53,4.0,60.75,16677.7,850.5,0,486.0,1500,2710.31,19514.2,27103.06,7588.86
TRP13294,Toba Tek Singh,Jhelum,80,Non-AC,72,319.21,4.0,20.0,6384.2,280.0,0,160.0,1500,1156.14,8324.2,11561.39,3237.19
TRP13295,Pakpattan,Bahawalnagar,230,Non-AC,72,285.59,4.0,57.5,16421.42,805.0,0,460.0,1500,2664.78,19186.42,26647.81,7461.39
TRP13296,Multan,Pakpattan,566,Non-AC,72,260.81,4.0,141.5,36904.61,1981.0,0,1132.0,1500,5766.34,41517.61,57663.35,16145.74
TRP13297,Rawalpindi,Gujranwala,304,Non-AC,72,313.44,4.0,76.0,23821.44,1064.0,0,608.0,1500,3749.09,26993.44,37490.89,10497.45
TRP13298,Narowal,Sargodha,144,Non-AC,72,262.34,4.0,36.0,9444.24,504.0,0,288.0,1500,1630.03,11736.24,16300.33,4564.09
TRP13299,Rawalpindi,Mandi Bahauddin,286,Non-AC,72,319.01,4.0,71.5,22809.22,1001.0,0,572.0,1500,3594.75,25882.22,35947.53,10065.31
TRP13300,Chakwal,Chiniot,221,Non-AC,72,280.73,4.0,55.25,15510.33,773.5,0,442.0,1500,2531.37,18225.83,25313.65,7087.82
TRP13301,Sialkot,Attock,410,Non-AC,72,260.67,4.0,102.5,26718.68,1435.0,0,820.0,1500,4232.46,30473.68,42324.56,11850.88
TRP13302,Wah Cantt,Okara,350,Non-AC,72,310.52,4.0,87.5,27170.5,1225.0,0,700.0,1500,4249.38,30595.5,42493.75,11898.25
TRP13303,Attock,Dera Ghazi Khan,404,Non-AC,72,306.71,4.0,101.0,30977.71,1414.0,0,808.0,1500,4819.4,34699.71,48194.04,13494.33
TRP13304,Rahim Yar Khan,Bhakkar,148,Non-AC,72,269.38,4.0,37.0,9967.06,518.0,0,296.0,1500,1705.7,12281.06,17057.03,4775.97
TRP13305,Rawalpindi,Chiniot,461,Non-AC,72,297.6,4.0,115.25,34298.4,1613.5,0,922.0,1500,5324.15,38333.9,53241.53,14907.63
TRP13306,Rajanpur,Hafizabad,499,Non-AC,72,317.78,4.0,124.75,39643.05,1746.5,0,998.0,1500,6095.49,43887.55,60954.93,17067.38
TRP13307,Gujrat,Rahim Yar Khan,310,Non-AC,72,295.59,4.0,77.5,22908.22,1085.0,0,620.0,1500,3626.84,26113.22,36268.36,10155.14
TRP13308,Khanewal,Kot Addu,168,Non-AC,72,319.9,4.0,42.0,13435.8,588.0,0,336.0,1500,2202.75,15859.8,22027.5,6167.7
TRP13309,Jhang,Sheikhupura,131,Non-AC,72,288.15,4.0,32.75,9436.91,458.5,0,262.0,1500,1619.09,11657.41,16190.85,4533.44
TRP13310,Toba Tek Singh,Mandi Bahauddin,525,Non-AC,72,290.1,4.0,131.25,38075.62,1837.5,0,1050.0,1500,5897.66,42463.12,58976.56,16513.44
TRP13311,Chakwal,Bahawalpur,453,Non-AC,72,305.57,4.0,113.25,34605.8,1585.5,0,906.0,1500,5360.74,38597.3,53607.36,15010.06
TRP13312,Chakwal,Okara,184,Non-AC,72,282.39,4.0,46.0,12989.94,644.0,0,368.0,1500,2153.05,15501.94,21530.47,6028.53
TRP13313,Pakpattan,Kot Addu,415,Non-AC,72,279.5,4.0,103.75,28998.12,1452.5,0,830.0,1500,4552.86,32780.62,45528.64,12748.02
TRP13314,Kasur,Bahawalpur,80,Non-AC,72,319.5,4.0,20.0,6390.0,280.0,0,160.0,1500,1156.94,8330.0,11569.44,3239.44
TRP13315,Chiniot,Rangpur,515,Non-AC,72,282.55,4.0,128.75,36378.31,1802.5,0,1030.0,1500,5654.28,40710.81,56542.79,15831.98
TRP13316,Kasur,Jhelum,373,Non-AC,72,262.93,4.0,93.25,24518.22,1305.5,0,746.0,1500,3898.57,28069.72,38985.72,10916.0
TRP13317,Bahawalpur,Bahawalnagar,207,Non-AC,72,274.75,4.0,51.75,14218.31,724.5,0,414.0,1500,2341.22,16856.81,23412.24,6555.43
TRP13318,Khanewal,Attock,225,Non-AC,72,309.89,4.0,56.25,17431.31,787.5,0,450.0,1500,2801.22,20168.81,28012.24,7843.43
TRP13319,Chowk Munda,Chakwal,578,Non-AC,72,270.27,4.0,144.5,39054.01,2023.0,0,1156.0,1500,6074.03,43733.01,60740.29,17007.28
TRP13320,Bhakkar,Attock,278,Non-AC,72,318.57,4.0,69.5,22140.61,973.0,0,556.0,1500,3495.78,25169.61,34957.79,9788.18
TRP13321,Bahawalpur,Chowk Munda,582,Non-AC,72,318.96,4.0,145.5,46408.68,2037.0,0,1164.0,1500,7098.57,51109.68,70985.67,19875.99
TRP13322,Chakwal,Bhakkar,288,Non-AC,72,304.06,4.0,72.0,21892.32,1008.0,0,576.0,1500,3468.93,24976.32,34689.33,9713.01
TRP13323,Khanewal,Rahim Yar Khan,127,Non-AC,72,263.7,4.0,31.75,8372.48,444.5,0,254.0,1500,1468.19,10570.98,14681.92,4110.94
TRP13324,Sahiwal,Mandi Bahauddin,590,Non-AC,72,314.2,4.0,147.5,46344.5,2065.0,0,1180.0,1500,7095.76,51089.5,70957.64,19868.14
TRP13325,Vehari,Sahiwal,434,Non-AC,72,268.07,4.0,108.5,29085.59,1519.0,0,868.0,1500,4579.53,32972.59,45795.26,12822.67
TRP13326,Chiniot,Jhelum,139,Non-AC,72,304.81,4.0,34.75,10592.15,486.5,0,278.0,1500,1785.65,12856.65,17856.46,4999.81
TRP13327,Mandi Bahauddin,Mianwali,308,Non-AC,72,270.51,4.0,77.0,20829.27,1078.0,0,616.0,1500,3336.57,24023.27,33365.65,9342.38
TRP13328,Pakpattan,Gujranwala,412,Non-AC,72,275.35,4.0,103.0,28361.05,1442.0,0,824.0,1500,4462.09,32127.05,44620.9,12493.85
TRP13329,Mianwali,Dera Ghazi Khan,512,Non-AC,72,275.68,4.0,128.0,35287.04,1792.0,0,1024.0,1500,5500.42,39603.04,55004.22,15401.18
TRP13330,Gujrat,Vehari,414,Non-AC,72,290.89,4.0,103.5,30107.11,1449.0,0,828.0,1500,4706.13,33884.11,47061.26,13177.15
TRP13331,Pakpattan,Vehari,350,Non-AC,72,310.11,4.0,87.5,27134.62,1225.0,0,700.0,1500,4244.39,30559.62,42443.92,11884.3
TRP13332,Chowk Munda,Wah Cantt,425,Non-AC,72,284.97,4.0,106.25,30278.06,1487.5,0,850.0,1500,4738.27,34115.56,47382.72,13267.16
TRP13333,Toba Tek Singh,Rahim Yar Khan,517,Non-AC,72,300.22,4.0,129.25,38803.44,1809.5,0,1034.0,1500,5992.63,43146.94,59926.31,16779.37
TRP13334,Dera Ghazi Khan,Wah Cantt,483,Non-AC,72,315.83,4.0,120.75,38136.47,1690.5,0,966.0,1500,5874.02,42292.97,58740.24,16447.27
TRP13335,Mianwali,Khushab,459,Non-AC,72,304.47,4.0,114.75,34937.93,1606.5,0,918.0,1500,5411.45,38962.43,54114.49,15152.06
TRP13336,Gujrat,Kot Addu,259,Non-AC,72,293.8,4.0,64.75,19023.55,906.5,0,518.0,1500,3048.34,21948.05,30483.4,8535.35
TRP13337,Sargodha,Hafizabad,362,Non-AC,72,285.18,4.0,90.5,25808.79,1267.0,0,724.0,1500,4069.42,29299.79,40694.15,11394.36
TRP13338,Chowk Munda,Khanewal,95,Non-AC,72,276.96,4.0,23.75,6577.8,332.5,0,190.0,1500,1194.49,8600.3,11944.86,3344.56
TRP13339,Sahiwal,Layyah,95,Non-AC,72,265.93,4.0,23.75,6315.84,332.5,0,190.0,1500,1158.1,8338.34,11581.03,3242.69
TRP13340,Bahawalpur,Rahim Yar Khan,148,Non-AC,72,261.0,4.0,37.0,9657.0,518.0,0,296.0,1500,1662.64,11971.0,16626.39,4655.39
TRP13341,Bahawalpur,Rahim Yar Khan,144,Non-AC,72,307.17,4.0,36.0,11058.12,504.0,0,288.0,1500,1854.18,13350.12,18541.83,5191.71
TRP13342,Rahim Yar Khan,Bhakkar,546,Non-AC,72,283.19,4.0,136.5,38655.43,1911.0,0,1092.0,1500,5994.23,43158.43,59942.26,16783.83
TRP13343,Khanewal,Khushab,518,Non-AC,72,262.14,4.0,129.5,33947.13,1813.0,0,1036.0,1500,5318.91,38296.13,53189.07,14892.94
TRP13344,Okara,Mandi Bahauddin,352,Non-AC,72,317.56,4.0,88.0,27945.28,1232.0,0,704.0,1500,4358.51,31381.28,43585.11,12203.83
TRP13345,Bahawalpur,Dera Ghazi Khan,252,Non-AC,72,317.67,4.0,63.0,20013.21,882.0,0,504.0,1500,3180.45,22899.21,31804.46,8905.25
TRP13346,Khushab,Nankana Sahib,576,Non-AC,72,319.32,4.0,144.0,45982.08,2016.0,0,1152.0,1500,7034.73,50650.08,70347.33,19697.25
TRP13347,Wah Cantt,Rahim Yar Khan,151,Non-AC,72,302.79,4.0,37.75,11430.32,528.5,0,302.0,1500,1911.23,13760.82,19112.25,5351.43
TRP13348,Attock,Narowal,251,Non-AC,72,305.71,4.0,62.75,19183.3,878.5,0,502.0,1500,3064.42,22063.8,30644.17,8580.37
TRP13349,Rawalpindi,Narowal,371,Non-AC,72,294.65,4.0,92.75,27328.79,1298.5,0,742.0,1500,4287.4,30869.29,42874.01,12004.72
TRP13350,Faisalabad,Okara,488,Non-AC,72,301.94,4.0,122.0,36836.68,1708.0,0,976.0,1500,5697.32,41020.68,56973.17,15952.49
TRP13351,Layyah,Rahim Yar Khan,446,Non-AC,72,288.71,4.0,111.5,32191.16,1561.0,0,892.0,1500,5020.02,36144.16,50200.22,14056.06
TRP13352,Narowal,Gujrat,519,Non-AC,72,263.63,4.0,129.75,34205.99,1816.5,0,1038.0,1500,5355.62,38560.49,53556.24,14995.75
TRP13353,Okara,Hafizabad,514,Non-AC,72,288.79,4.0,128.5,37109.51,1799.0,0,1028.0,1500,5755.07,41436.51,57550.71,16114.2
TRP13354,Attock,Jhelum,387,Non-AC,72,282.09,4.0,96.75,27292.21,1354.5,0,774.0,1500,4294.54,30920.71,42945.43,12024.72
TRP13355,Sialkot,Lodhran,174,Non-AC,72,283.49,4.0,43.5,12331.82,609.0,0,348.0,1500,2054.0,14788.82,20540.03,5751.21
TRP13356,Chowk Munda,Wah Cantt,247,Non-AC,72,294.77,4.0,61.75,18202.05,864.5,0,494.0,1500,2925.08,21060.55,29250.76,8190.21
TRP13357,Rawalpindi,Mianwali,82,Non-AC,72,260.01,4.0,20.5,5330.2,287.0,0,164.0,1500,1011.28,7281.2,10112.78,2831.58
TRP13358,Lodhran,Mandi Bahauddin,102,Non-AC,72,284.5,4.0,25.5,7254.75,357.0,0,204.0,1500,1293.85,9315.75,12938.54,3622.79
TRP13359,Bahawalpur,Rangpur,400,Non-AC,72,273.42,4.0,100.0,27342.0,1400.0,0,800.0,1500,4311.39,31042.0,43113.89,12071.89
TRP13360,Hafizabad,Rahim Yar Khan,446,Non-AC,72,300.71,4.0,111.5,33529.17,1561.0,0,892.0,1500,5205.86,37482.17,52058.57,14576.4
TRP13361,Nankana Sahib,Rajanpur,293,Non-AC,72,290.74,4.0,73.25,21296.71,1025.5,0,586.0,1500,3390.03,24408.21,33900.29,9492.08
TRP13362,Kot Addu,Bahawalpur,289,Non-AC,72,309.53,4.0,72.25,22363.54,1011.5,0,578.0,1500,3535.14,25453.04,35351.44,9898.4
TRP13363,Sheikhupura,Mianwali,132,Non-AC,72,269.44,4.0,33.0,8891.52,462.0,0,264.0,1500,1544.1,11117.52,15441.0,4323.48
TRP13364,Jhang,Rahim Yar Khan,102,Non-AC,72,290.44,4.0,25.5,7406.22,357.0,0,204.0,1500,1314.89,9467.22,13148.92,3681.7
TRP13365,Sahiwal,Rawalpindi,539,Non-AC,72,297.13,4.0,134.75,40038.27,1886.5,0,1078.0,1500,6180.94,44502.77,61809.4,17306.63
TRP13366,Nankana Sahib,Bahawalnagar,199,Non-AC,72,269.41,4.0,49.75,13403.15,696.5,0,398.0,1500,2221.9,15997.65,22218.96,6221.31
TRP13367,Hafizabad,Rangpur,397,Non-AC,72,275.57,4.0,99.25,27350.32,1389.5,0,794.0,1500,4310.25,31033.82,43102.53,12068.71
TRP13368,Nankana Sahib,Faisalabad,234,Non-AC,72,317.87,4.0,58.5,18595.4,819.0,0,468.0,1500,2969.78,21382.4,29697.78,8315.38
TRP13369,Khushab,Chowk Munda,584,Non-AC,72,296.73,4.0,146.0,43322.58,2044.0,0,1168.0,1500,6671.47,48034.58,66714.69,18680.11
TRP13370,Attock,Chiniot,338,Non-AC,72,291.62,4.0,84.5,24641.89,1183.0,0,676.0,1500,3889.01,28000.89,38890.12,10889.23
TRP13371,Chowk Munda,Narowal,156,Non-AC,72,283.41,4.0,39.0,11052.99,546.0,0,312.0,1500,1862.64,13410.99,18626.38,5215.39
TRP13372,Chowk Munda,Sialkot,473,Non-AC,72,306.75,4.0,118.25,36273.19,1655.5,0,946.0,1500,5607.6,40374.69,56075.96,15701.27
TRP13373,Jhang,Gujranwala,512,Non-AC,72,275.32,4.0,128.0,35240.96,1792.0,0,1024.0,1500,5494.02,39556.96,54940.22,15383.26
TRP13374,Vehari,Sargodha,219,Non-AC,72,268.11,4.0,54.75,14679.02,766.5,0,438.0,1500,2414.38,17383.52,24143.78,6760.26
TRP13375,Gujrat,Bhakkar,175,Non-AC,72,311.51,4.0,43.75,13628.56,612.5,0,350.0,1500,2234.87,16091.06,22348.69,6257.63
TRP13376,Bahawalpur,Pakpattan,309,Non-AC,72,274.91,4.0,77.25,21236.8,1081.5,0,618.0,1500,3393.93,24436.3,33939.31,9503.01
TRP13377,Jhelum,Bahawalnagar,104,Non-AC,72,314.74,4.0,26.0,8183.24,364.0,0,208.0,1500,1424.34,10255.24,14243.39,3988.15
TRP13378,Kot Addu,Lodhran,244,Non-AC,72,294.36,4.0,61.0,17955.96,854.0,0,488.0,1500,2888.61,20797.96,28886.06,8088.1
TRP13379,Lodhran,Khushab,452,Non-AC,72,308.47,4.0,113.0,34857.11,1582.0,0,904.0,1500,5394.88,38843.11,53948.76,15105.65
TRP13380,Bahawalnagar,Kasur,148,Non-AC,72,264.23,4.0,37.0,9776.51,518.0,0,296.0,1500,1679.24,12090.51,16792.38,4701.87
